Sample	X2009_106	X2009_107	X2009_109	X2009_110	X2009_111	X2009_115	X2009_118	X2009_173	X2009_193	X2009_245	X2009_265	X2011_109	X2011_118	X2011_119	X2011_149	X2011_56	X2011_60	X2011_62	X2011_66	X2011_69	X2011_70	X2011_79	X2011_85	HU100_S17	HU101_S15	HU103_S22	HU107_S1	HU108_S18	HU109_S19	HU112_S2	HU113_S3	HU114_S27	HU115_S28	HU117_S4	HU118_S5	HU119_S20	HU122_S6	HU123_S7	HU124_S23	HU500_S8	HU502_S24	HU503_S9	HU504_S25	HU505_S21	HU506_S10	HU508_S26	HU537_S11	HU538_S12	HU539_S13	HU540_S14	HU99_S16
Glycosphingolipid.biosynthesis...ganglio.series	8.11E-05	7.51E-05	3.48E-05	3.98E-05	4.66E-05	3.80E-05	6.45E-05	4.46E-05	5.98E-05	5.34E-05	6.78E-05	4.85E-05	4.40E-05	4.95E-05	4.04E-05	5.39E-05	4.26E-05	4.46E-05	4.13E-05	3.65E-05	3.75E-05	6.98E-05	4.94E-05	6.27E-05	2.43E-05	4.46E-05	0.000289213	1.42E-05	2.09E-05	0.000194341	0.000223812	7.67E-05	6.70E-05	0.000185334	0.00019944	3.64E-05	0.000116498	0.000224818	7.77E-05	0.000128658	0.000129404	0.000152362	0.000237351	6.65E-05	0.000285008	0.000118323	0.000150558	0.000216974	0.000233413	0.000199956	5.65E-05
Linoleic.acid.metabolism	5.78E-05	5.06E-05	8.05E-05	7.07E-05	6.62E-05	6.05E-05	9.41E-05	6.16E-05	7.99E-05	6.59E-05	5.19E-05	4.61E-05	5.98E-05	8.52E-05	7.80E-05	7.97E-05	9.79E-05	8.63E-05	0.000112487	0.000124555	7.92E-05	7.87E-05	9.08E-05	5.67E-05	7.01E-05	8.92E-05	0.000191503	7.89E-05	2.36E-05	0.000150494	0.000140247	5.93E-05	8.18E-05	0.000144115	0.000159274	7.31E-05	9.27E-05	0.000105951	8.44E-05	0.000120804	0.000111059	0.000140421	0.000186565	8.79E-05	0.000146201	9.22E-05	0.000115206	0.000112134	0.000142845	5.00E-05	0.000102417
Drug.metabolism...other.enzymes	0.003944807	0.004096686	0.003997563	0.003982185	0.003798653	0.003938329	0.004022384	0.004058447	0.004015962	0.004001105	0.004029995	0.003653484	0.003457837	0.003886303	0.003692459	0.004049721	0.003985145	0.003759697	0.003652579	0.003439407	0.003408283	0.003747438	0.003937333	0.00382218	0.003186625	0.003491788	0.003706287	0.002879985	0.003450955	0.003751657	0.003845289	0.003816221	0.003678746	0.003492206	0.003588931	0.003285347	0.003626901	0.003866037	0.003808985	0.004066858	0.003458275	0.003892245	0.00332454	0.003901428	0.003775108	0.0039437	0.003794006	0.003577722	0.004002505	0.003582582	0.003557825
Cell.cycle...yeast	3.06E-06	1.20E-05	5.74E-06	1.52E-05	8.31E-06	2.90E-06	1.23E-05	6.04E-06	1.15E-05	3.69E-05	9.20E-06	1.95E-05	7.99E-05	0.000417953	8.67E-05	3.85E-05	9.18E-05	4.15E-05	4.88E-06	8.48E-05	1.11E-05	8.83E-06	5.65E-05	1.35E-06	0	1.77E-07	0	2.87E-07	0	4.98E-08	2.22E-07	9.53E-07	3.89E-07	7.51E-08	8.41E-07	6.56E-07	1.28E-06	4.18E-07	2.43E-07	1.51E-07	7.85E-08	2.56E-07	6.92E-08	2.07E-07	0	7.21E-07	2.96E-07	1.00E-07	5.06E-08	0	1.70E-07
Porphyrin.and.chlorophyll.metabolism	0.003100313	0.003667991	0.003329405	0.003069961	0.003271331	0.003362668	0.003403617	0.003245101	0.002811996	0.003072832	0.003065604	0.004223528	0.002929684	0.002758818	0.004383935	0.003630316	0.003643908	0.003617443	0.003268517	0.003965314	0.003297154	0.003874023	0.003308266	0.005339371	0.003961625	0.005661067	0.004935233	0.00626234	0.004799096	0.004697031	0.004253399	0.004159982	0.004849707	0.004492515	0.004073596	0.005544524	0.00443015	0.004652535	0.004170078	0.00442061	0.007413483	0.004297136	0.006064912	0.004441076	0.004393154	0.004810836	0.004697373	0.004153239	0.004350346	0.005135694	0.006387644
Circadian.rhythm	3.93E-07	1.66E-06	1.41E-06	5.69E-07	1.14E-06	2.57E-07	1.62E-06	9.02E-07	1.57E-06	4.52E-06	8.27E-07	2.71E-06	4.60E-06	7.52E-05	1.31E-05	5.27E-06	1.16E-05	4.52E-06	1.36E-06	8.73E-06	8.84E-07	1.75E-06	8.24E-06	0	0	0	4.98E-08	0	0	0	0	0	0	0	0	0	1.09E-07	0	4.63E-08	0	0	0	0	0	0	0	0	0	4.40E-08	0	0
Osteoclast.differentiation	2.28E-08	7.20E-08	2.05E-08	0	3.93E-08	1.54E-08	5.52E-08	4.41E-08	2.47E-08	1.93E-07	2.98E-08	5.12E-08	2.70E-07	2.61E-06	4.95E-07	2.12E-07	4.24E-07	1.42E-07	1.43E-08	3.86E-07	3.77E-08	4.09E-08	2.73E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-08	0	0	5.17E-09	0	0	0	0	0	0	1.03E-08	0	0
Toll.like.receptor.signaling.pathway	2.28E-08	7.20E-08	2.05E-08	0	3.93E-08	1.54E-08	5.52E-08	4.41E-08	2.47E-08	1.93E-07	2.98E-08	5.12E-08	2.70E-07	2.61E-06	4.95E-07	2.12E-07	4.24E-07	1.42E-07	1.43E-08	3.86E-07	3.77E-08	4.09E-08	2.73E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-08	0	0	5.17E-09	0	0	0	0	0	0	1.03E-08	0	0
Bile.secretion	1.24E-05	1.00E-05	7.64E-06	1.48E-05	1.46E-05	9.91E-06	1.76E-05	5.00E-06	1.24E-05	9.94E-06	1.25E-05	2.84E-05	3.10E-05	7.64E-05	2.75E-05	2.41E-05	3.12E-05	1.11E-05	6.44E-06	2.60E-05	7.73E-06	2.30E-06	1.75E-05	7.40E-06	4.74E-07	3.15E-07	1.66E-07	2.71E-07	6.43E-08	0	7.79E-07	7.56E-06	1.02E-06	0	7.01E-08	2.44E-05	4.41E-07	0	5.62E-06	1.10E-06	1.00E-08	1.07E-06	6.44E-09	3.46E-06	2.96E-07	1.59E-07	4.94E-06	4.15E-07	8.68E-07	0	3.86E-07
Methane.metabolism	0.004223388	0.00424301	0.004345452	0.004348556	0.004229626	0.004385377	0.004429415	0.004139066	0.004270693	0.0042053	0.004317134	0.00498115	0.004707824	0.004288194	0.004499782	0.004754283	0.004549047	0.004370722	0.004489247	0.004700091	0.00425908	0.004173417	0.004264132	0.00452326	0.004023828	0.003895488	0.003587442	0.003741817	0.003858592	0.003642143	0.004221392	0.004671348	0.004281646	0.003730515	0.003925396	0.005473723	0.003998526	0.003694378	0.004505005	0.003779542	0.003469289	0.003792481	0.003414872	0.00428671	0.003513774	0.004071655	0.004180628	0.003802068	0.003968243	0.003761951	0.003820978
Protein.processing.in.endoplasmic.reticulum	0.000977493	0.000909785	0.001019894	0.001056389	0.001197975	0.000769241	0.00101197	0.000777496	0.001063443	0.000895631	0.000958462	0.001181098	0.00127802	0.001808558	0.001125906	0.001125817	0.001041702	0.00070729	0.00072646	0.00081442	0.000813787	0.000917884	0.001153302	0.000724716	0.000405292	0.000663335	0.001865829	0.000237831	0.000501289	0.001538599	0.001399461	0.00070316	0.000492023	0.001040353	0.001141369	0.000556458	0.000871776	0.001248725	0.000895705	0.001348335	0.000463001	0.001078899	0.001117763	0.001033913	0.001666878	0.001194136	0.001005043	0.001135466	0.001107361	0.001501018	0.000400382
Non.small.cell.lung.cancer	2.28E-08	8.53E-08	2.05E-08	0	3.93E-08	1.54E-08	7.02E-08	4.41E-08	2.47E-08	1.93E-07	4.40E-08	1.31E-07	3.92E-07	2.66E-06	5.11E-07	2.92E-07	4.80E-07	1.42E-07	8.02E-08	4.85E-07	1.68E-07	1.48E-07	4.41E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-08	0	0	5.17E-09	0	0	0	0	0	0	1.03E-08	0	0
N.Glycan.biosynthesis	0.000594021	0.000622853	0.000618084	0.000617705	0.000670281	0.000503674	0.000496298	0.000490245	0.000707997	0.000576317	0.00049283	0.000647534	0.000639577	0.000668722	0.0005128	0.00070823	0.000736195	0.000592597	0.000551207	0.000487129	0.000652301	0.000540738	0.000711684	0.00039365	0.000225672	0.00046368	0.000576674	0.000214549	0.000140759	0.00040399	0.000489289	0.000402921	0.000372557	0.000491794	0.000547206	0.000329475	0.00049103	0.000543409	0.000608606	0.000670465	0.000361575	0.000512686	0.000370203	0.000499701	0.000678328	0.00052949	0.000489694	0.000615531	0.00054517	0.000507673	0.000361564
Nitrotoluene.degradation	0.000192228	0.000287493	0.000372143	0.000360576	0.000267581	0.000391488	0.000300025	0.000299026	0.000241955	0.000300139	0.000269545	0.00030247	0.000348748	0.000371205	0.000389025	0.000421832	0.000487964	0.000459438	0.000542154	0.000406016	0.000346153	0.000460917	0.000351966	0.000566118	0.0004002	0.000340736	0.000453256	0.000646258	0.000256073	0.000369692	0.000336365	0.000282498	0.000447155	0.000312596	0.000280148	0.000676277	0.000282547	0.000247085	0.000358397	0.000256745	0.000857752	0.000345827	0.000654256	0.000292466	0.000225758	0.00029825	0.000302044	0.000275976	0.000284395	0.000324517	0.000269344
Influenza.A	7.04E-06	1.06E-05	2.04E-05	3.58E-05	1.39E-05	1.68E-05	2.24E-05	5.01E-06	1.21E-05	1.58E-05	1.77E-05	4.14E-05	8.19E-05	0.000155109	2.89E-05	2.78E-05	3.25E-05	1.29E-05	6.20E-06	3.27E-05	1.63E-05	5.95E-06	2.34E-05	5.59E-06	2.87E-07	2.03E-08	0	1.23E-06	1.61E-07	4.82E-08	9.11E-07	5.18E-06	6.43E-06	5.03E-07	9.05E-07	2.98E-05	1.27E-05	5.65E-06	1.06E-05	7.03E-06	3.08E-07	6.13E-06	3.03E-08	1.21E-06	4.78E-06	5.40E-07	4.56E-06	7.41E-06	3.05E-06	1.26E-05	6.53E-07
Taurine.and.hypotaurine.metabolism	0.000553823	0.000521304	0.00062764	0.000596355	0.000548898	0.000567522	0.000541855	0.000558552	0.000561213	0.000585556	0.000547102	0.000527399	0.000571058	0.000493655	0.00058071	0.000544362	0.000538279	0.000556536	0.000561986	0.000576964	0.00058364	0.000594585	0.000563789	0.000621071	0.000649773	0.000662689	0.000886849	0.000599428	0.000546026	0.000815192	0.000792635	0.000705761	0.00068924	0.000772139	0.000725587	0.000700462	0.00075099	0.000703236	0.000707188	0.000793807	0.000690725	0.000809584	0.000698286	0.000692719	0.000782009	0.000687479	0.000716268	0.000756537	0.000702843	0.000842628	0.000547346
Hepatitis.B	7.91E-06	6.52E-06	6.13E-06	6.23E-06	9.07E-06	8.19E-06	1.08E-05	3.30E-06	9.43E-06	5.67E-06	8.58E-06	1.91E-05	2.29E-05	3.01E-05	1.47E-05	1.51E-05	1.43E-05	6.80E-06	2.99E-06	1.45E-05	6.09E-06	2.42E-06	1.01E-05	5.07E-06	6.06E-07	7.44E-08	0	5.11E-07	0	0	3.33E-07	4.42E-06	1.33E-06	1.60E-07	0	1.40E-05	5.54E-07	0	4.20E-06	7.46E-08	7.85E-08	3.44E-07	5.62E-08	1.83E-06	7.72E-08	0	2.47E-06	5.52E-07	1.31E-06	0	2.38E-07
Amoebiasis	7.37E-06	6.31E-06	6.81E-06	4.02E-06	2.04E-05	9.61E-06	1.18E-05	3.69E-05	3.43E-05	1.84E-05	9.70E-06	3.79E-05	4.09E-05	0.000197396	5.15E-05	2.89E-05	5.20E-05	1.86E-05	1.19E-05	3.28E-05	2.54E-05	2.96E-05	4.50E-05	5.36E-06	1.09E-05	4.84E-06	9.35E-06	9.62E-06	1.34E-05	1.06E-05	1.26E-05	3.98E-05	3.59E-06	1.16E-05	2.49E-05	1.31E-05	1.32E-05	2.29E-05	5.02E-05	1.36E-05	1.21E-05	1.88E-05	2.54E-05	6.76E-05	2.04E-05	3.19E-05	5.39E-05	1.87E-05	3.98E-05	2.59E-05	3.56E-05
Cysteine.and.methionine.metabolism	0.008487538	0.008474624	0.007969897	0.008022536	0.007990005	0.007907588	0.008026774	0.007917928	0.008131892	0.008060912	0.007961149	0.007826469	0.007749582	0.007909359	0.007960873	0.007885583	0.008147721	0.008286735	0.008007594	0.008450593	0.00793517	0.008219574	0.008116425	0.007052555	0.007885227	0.007872177	0.007477176	0.00654277	0.008462849	0.007972855	0.007879972	0.007832219	0.007392168	0.007705183	0.008021759	0.00719303	0.007563559	0.007589296	0.00759797	0.00752251	0.008110436	0.007431816	0.006538023	0.007599875	0.007821524	0.007695166	0.007795542	0.007540317	0.007665876	0.007491166	0.007933236
Transcriptional.misregulation.in.cancer	2.28E-06	8.23E-06	7.31E-06	1.43E-05	5.49E-06	2.92E-06	8.27E-06	5.46E-06	8.74E-06	2.82E-05	8.55E-06	1.83E-05	5.09E-05	0.000298074	8.48E-05	3.90E-05	5.81E-05	3.70E-05	8.06E-06	7.52E-05	1.14E-05	8.11E-06	5.21E-05	1.22E-06	6.95E-07	3.47E-07	2.91E-07	0	1.43E-06	0	4.22E-07	4.16E-06	3.68E-06	6.01E-07	0	1.47E-06	6.22E-07	1.07E-06	1.78E-06	9.91E-07	3.14E-08	4.89E-07	0	9.30E-07	4.52E-07	4.96E-06	2.61E-06	5.17E-06	5.12E-06	3.69E-06	4.24E-08
Regulation.of.actin.cytoskeleton	2.62E-06	3.98E-06	2.59E-06	5.80E-06	4.69E-06	5.05E-06	9.88E-06	4.09E-06	4.58E-06	1.32E-05	3.93E-06	7.29E-06	3.21E-05	0.000146908	3.17E-05	1.62E-05	3.08E-05	1.14E-05	4.92E-06	3.37E-05	5.46E-06	1.09E-05	2.53E-05	1.67E-07	1.50E-07	1.55E-07	0	1.61E-06	2.92E-08	0	8.41E-08	9.76E-07	6.51E-07	6.17E-07	1.87E-08	3.54E-08	2.29E-07	1.64E-08	2.35E-07	1.70E-07	0	1.33E-07	0	4.87E-07	5.31E-07	1.35E-07	6.40E-07	1.64E-07	3.35E-07	5.10E-07	4.84E-07
Microbial.metabolism.in.diverse.environments	0.023074623	0.024321377	0.024440341	0.02352505	0.023813244	0.024606764	0.024162033	0.023305236	0.023053042	0.023874583	0.023733772	0.023388938	0.022623711	0.022316628	0.023685786	0.024513928	0.02509233	0.025169609	0.025952323	0.025404103	0.023439598	0.024883581	0.023571261	0.025065627	0.022366058	0.022109769	0.022881302	0.024545377	0.021868733	0.021881935	0.022315419	0.024347612	0.025195801	0.021844368	0.021696961	0.026465007	0.021948303	0.02179346	0.022910051	0.021558734	0.024685902	0.02222699	0.026216437	0.022442222	0.021351886	0.023130767	0.022796931	0.021826113	0.022725004	0.022142069	0.021770983
Histidine.metabolism	0.003259743	0.003537474	0.003784755	0.003527035	0.003455317	0.003458898	0.003419826	0.003010878	0.003353482	0.003481657	0.003296115	0.003328574	0.002956779	0.003100636	0.003262152	0.003653662	0.00365721	0.003850432	0.004104533	0.003580476	0.003195793	0.003622877	0.003501599	0.002913819	0.002718365	0.003103003	0.002889176	0.003003262	0.003511186	0.00342682	0.003386726	0.003179569	0.003017159	0.003167596	0.003352305	0.002767464	0.002948665	0.003365097	0.002467146	0.002998299	0.003362209	0.002963503	0.003213442	0.002925044	0.003502958	0.002884835	0.003250141	0.003162738	0.003244903	0.003079917	0.0034937
Metabolic.pathways	0.15460105	0.155042407	0.148716698	0.14648142	0.150786285	0.146756654	0.151793173	0.148393053	0.150504544	0.147396508	0.150314284	0.148207112	0.140562676	0.138168828	0.148344978	0.1484875	0.149931058	0.153124847	0.154699541	0.150289613	0.149752765	0.158027732	0.148628718	0.149987518	0.147849926	0.156852409	0.168330077	0.150915409	0.154070887	0.166128844	0.167043752	0.151016043	0.152575955	0.165133797	0.166619542	0.147867197	0.153855169	0.168774343	0.14860549	0.157656212	0.158865763	0.153970647	0.159228505	0.152571666	0.168268947	0.154622933	0.157736187	0.163081533	0.163263134	0.165528482	0.155095766
Biosynthesis.of.unsaturated.fatty.acids	0.000533228	0.000566014	0.00049949	0.000448136	0.000569151	0.000488883	0.000501794	0.000486809	0.000563448	0.00045067	0.000487689	0.000536746	0.00051849	0.000463475	0.000534469	0.000469588	0.000440886	0.000501567	0.000492636	0.000453585	0.000547964	0.000546578	0.000520711	0.000693053	0.00063371	0.000612448	0.000819968	0.001031992	0.000681221	0.000599136	0.000594981	0.000809037	0.000835775	0.00070806	0.000689102	0.000845942	0.000661988	0.000568554	0.000559747	0.000641293	0.000648287	0.000787389	0.00093844	0.000644436	0.000595182	0.000749592	0.000646712	0.000686407	0.000672336	0.000605585	0.000593987
Fanconi.anemia.pathway	6.88E-05	3.56E-05	4.94E-05	5.57E-05	7.08E-05	4.92E-05	7.00E-05	2.44E-05	5.48E-05	2.53E-05	5.39E-05	0.000139897	0.000155366	9.49E-05	8.37E-05	9.80E-05	5.88E-05	3.68E-05	2.49E-05	7.21E-05	3.40E-05	2.07E-05	3.68E-05	3.51E-05	1.66E-06	3.55E-06	0	2.67E-06	1.09E-06	4.64E-08	2.71E-06	2.68E-05	8.05E-06	2.92E-06	1.02E-06	0.000120328	3.00E-06	2.62E-07	2.57E-05	3.62E-06	1.96E-07	1.29E-07	2.42E-07	1.40E-05	1.54E-07	1.07E-06	2.61E-05	4.56E-06	7.98E-06	1.70E-06	3.79E-06
mRNA.surveillance.pathway	0.000114939	7.24E-05	6.91E-05	0.00010773	0.000113536	8.80E-05	0.000120782	3.55E-05	0.000100399	7.20E-05	0.000107816	0.000208589	0.000268713	0.000528373	0.000199801	0.000171736	0.000170022	8.77E-05	3.68E-05	0.000182783	7.09E-05	2.96E-05	0.000103115	5.81E-05	3.13E-06	1.86E-06	0	5.07E-06	5.15E-07	8.62E-07	4.45E-06	3.39E-05	1.84E-05	2.46E-06	3.81E-07	0.000164391	1.51E-05	0	3.90E-05	4.70E-06	2.35E-07	1.18E-06	0	2.53E-05	2.34E-06	2.10E-06	5.35E-05	2.76E-06	1.18E-05	9.32E-07	7.08E-06
NOD.like.receptor.signaling.pathway	0.000237899	0.000220785	0.000252121	0.000269782	0.000253438	0.000291467	0.000247031	0.000242628	0.000261632	0.000239679	0.000239013	0.000263086	0.000322034	0.000311192	0.000232887	0.000246888	0.00022862	0.00022402	0.000233332	0.000227294	0.000193915	0.000229141	0.000247055	0.000228953	0.000251248	0.000203431	0.000168337	0.000161834	0.000200555	0.000204514	0.000221533	0.000232182	0.000214881	0.000205472	0.000207362	0.000196544	0.000240788	0.000199223	0.000235996	0.000246107	0.000156592	0.000230955	0.000171674	0.000259252	0.000220219	0.000263857	0.000241879	0.000224668	0.000231548	0.000218885	0.000205836
Cocaine.addiction	1.45E-07	8.30E-07	4.05E-07	3.69E-07	5.24E-07	2.24E-07	9.16E-07	6.56E-07	5.33E-07	2.32E-06	4.07E-07	1.01E-06	1.46E-06	3.06E-05	1.23E-05	2.76E-06	5.28E-06	2.77E-06	3.41E-07	6.02E-06	5.58E-07	3.26E-07	4.37E-06	0	0	7.92E-09	0	0	0	1.33E-08	0	0	4.39E-08	3.43E-08	0	0	4.05E-08	0	1.86E-08	0	4.14E-08	9.17E-09	6.44E-09	0	0	9.01E-09	0	0	3.67E-08	0	0
Thyroid.hormone.synthesis	0.000119868	5.37E-05	6.21E-05	4.33E-05	7.45E-05	3.04E-05	7.42E-05	0.000109888	4.30E-05	4.60E-05	6.87E-05	3.33E-05	4.53E-05	9.59E-05	6.20E-05	6.04E-05	5.22E-05	6.19E-05	6.02E-05	3.85E-05	3.64E-05	8.90E-05	6.24E-05	0.000118888	7.82E-05	0.000200136	0.000430136	0.000441634	4.93E-05	0.000258508	0.000253655	9.69E-05	0.000111294	0.000257095	0.000267935	0.000182027	0.000132842	0.000335277	0.000130361	0.000220662	0.00041218	0.000226626	0.000232448	6.65E-05	0.000308535	4.58E-05	0.000150434	0.000186538	0.000174395	0.000215482	0.000101249
Geraniol.degradation	0.000173272	0.000112767	0.000134261	9.53E-05	0.000136728	7.39E-05	0.000149396	0.000114305	9.58E-05	0.000102552	0.000110329	6.98E-05	5.58E-05	3.24E-05	6.23E-05	0.000101555	8.09E-05	9.22E-05	9.75E-05	3.48E-05	5.91E-05	0.000147571	0.000120646	9.18E-05	2.25E-05	8.09E-05	0.000439172	0.00015395	3.51E-05	0.000310537	0.000310023	8.64E-05	8.37E-05	0.000297373	0.000336324	0.000124981	0.000180756	0.000438023	0.000142339	0.00023792	6.75E-05	0.000285441	0.000363959	1.00E-04	0.000433573	4.55E-05	0.000229408	0.000335636	0.000323464	0.00025514	8.58E-05
Leishmaniasis	2.28E-08	5.09E-08	2.05E-08	0	2.57E-08	1.54E-08	5.52E-08	4.41E-08	2.47E-08	1.27E-07	2.10E-08	2.92E-08	1.98E-07	1.61E-06	3.41E-07	1.51E-07	2.27E-07	1.27E-07	1.43E-08	3.13E-07	3.00E-08	3.45E-08	1.79E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-08	0	0	5.17E-09	0	0	0	0	0	0	1.03E-08	0	0
Hedgehog.signaling.pathway	4.47E-06	9.01E-06	4.85E-06	6.84E-06	6.51E-06	3.24E-06	1.53E-05	5.60E-06	1.25E-05	2.81E-05	6.21E-06	1.48E-05	1.91E-05	0.000344352	8.71E-05	3.73E-05	9.25E-05	4.54E-05	7.05E-06	8.91E-05	7.54E-06	3.59E-06	5.10E-05	2.91E-07	0	7.92E-09	7.13E-07	0	0	0	0	1.62E-06	1.22E-08	0	0	4.33E-07	1.72E-07	4.91E-07	6.50E-08	0	1.00E-08	2.90E-06	6.44E-09	0	0	4.31E-08	0	2.11E-07	9.09E-08	0	0
Aminobenzoate.degradation	0.000214486	0.000180821	0.000278966	0.000228312	0.000223127	0.000208444	0.000235358	0.000186217	0.000253528	0.000216632	0.00018772	0.000213326	0.000213108	0.000195106	0.000232414	0.000199271	0.0002132	0.000166892	0.000182879	0.000148947	0.000316046	0.000208282	0.000210462	0.00024855	0.000162106	0.000221788	0.000287975	0.000400964	0.000488927	0.00020369	0.000150243	0.000206824	0.000206742	0.000205349	0.000194451	0.000340791	0.000154829	0.00026582	0.000163634	0.000178723	0.000292092	0.000211496	0.000532798	0.000147211	0.000139814	0.000196638	0.000193709	0.000153733	0.000197717	0.000211435	0.000217418
Ribosome.biogenesis.in.eukaryotes	0.001060742	0.00096748	0.001010856	0.001044982	0.001252549	0.001146606	0.001142358	0.000798968	0.000958173	0.000837419	0.001013338	0.00138069	0.001574345	0.001618477	0.001182101	0.001183229	0.001199072	0.000932881	0.000857884	0.001120365	0.001277228	0.000999716	0.001002314	0.000991526	0.000827329	0.000769099	0.00082226	0.00080996	0.000760948	0.000632343	0.000610501	0.000826604	0.000787733	0.000692322	0.000514756	0.001510057	0.000739989	0.000558234	0.000843089	0.000717078	0.00077731	0.000646115	0.000786035	0.000774336	0.000539419	0.000639437	0.000702723	0.000578117	0.000628693	0.000531693	0.000724182
Sphingolipid.metabolism	0.00075832	0.000812527	0.000559076	0.000566165	0.000546844	0.000544286	0.00061194	0.000654266	0.000608559	0.000573285	0.000709769	0.000713197	0.000534894	0.000701268	0.000746801	0.000635412	0.000540964	0.000599389	0.000552147	0.000679884	0.001020038	0.000611969	0.000609041	0.000617584	0.000808121	0.000727094	0.001066582	0.001114013	0.000884234	0.000924795	0.001151637	0.000485704	0.000656289	0.001143852	0.001139018	0.000461382	0.000762803	0.001282378	0.000691038	0.000857132	0.001235868	0.000896044	0.001464195	0.00060899	0.001289096	0.000816078	0.000967473	0.001063358	0.001078407	0.001598466	0.000899553
Propanoate.metabolism	0.001765108	0.001778164	0.001920897	0.001837901	0.001803354	0.001951994	0.001889395	0.002000784	0.001876758	0.00195081	0.001833477	0.001615379	0.001783703	0.001662734	0.001842629	0.001749864	0.001827389	0.001879423	0.001905948	0.001956254	0.001914361	0.001903973	0.001743562	0.002356604	0.002094377	0.002113627	0.002260694	0.00272674	0.001952087	0.001907036	0.002039125	0.001922526	0.002318828	0.001957763	0.001887621	0.002661796	0.002006202	0.001700764	0.00201123	0.001710802	0.002823849	0.001832188	0.002573089	0.001825535	0.001638976	0.001882096	0.001874509	0.002037504	0.001755663	0.001919572	0.001869157
Styrene.degradation	4.58E-05	4.12E-05	6.52E-05	5.59E-05	3.99E-05	5.62E-05	5.82E-05	4.46E-05	3.88E-05	4.78E-05	3.72E-05	3.81E-05	3.09E-05	2.23E-05	4.57E-05	5.22E-05	6.30E-05	4.72E-05	6.26E-05	7.48E-05	5.04E-05	4.78E-05	4.16E-05	0.00010477	7.47E-05	6.20E-05	6.21E-05	7.74E-05	6.30E-05	7.77E-05	3.57E-05	7.71E-05	8.97E-05	2.93E-05	3.04E-05	8.40E-05	6.40E-05	3.00E-05	6.43E-05	8.95E-05	4.46E-05	9.86E-05	6.83E-05	8.42E-05	5.69E-05	9.86E-05	6.00E-05	3.60E-05	6.05E-05	5.22E-05	4.06E-05
Isoquinoline.alkaloid.biosynthesis	0.000201	0.000197873	0.000208477	0.000213448	0.000194892	0.000171438	0.000209044	0.000169861	0.00021269	0.000208341	0.000186982	0.00019733	0.000199089	0.000185946	0.000199767	0.000217069	0.000209946	0.000193052	0.000194711	0.000186164	0.00014694	0.000214924	0.000212972	0.000190265	0.000117082	0.000177726	0.000231895	0.000117474	0.000117293	0.000206856	0.000209459	0.000199173	0.00018019	0.000193183	0.000198517	0.00018452	0.000175413	0.00020238	0.000187843	0.00019273	0.000141851	0.000215488	0.0001896	0.000189942	0.000235641	0.000172434	0.000195553	0.000202932	0.000215514	0.000182384	0.000180558
Glutathione.metabolism	0.001044168	0.000960213	0.000943896	0.000878998	0.001053377	0.000813092	0.001014601	0.000853055	0.000976552	0.000898846	0.000897854	0.000905892	0.000807952	0.000829427	0.000942801	0.000913269	0.000825708	0.000858922	0.000824767	0.000802657	0.001265417	0.001009973	0.000921549	0.001259466	0.000889519	0.001279345	0.00226641	0.002191556	0.000842038	0.001590768	0.00143364	0.001184928	0.001283385	0.001591291	0.001538586	0.001621831	0.001136388	0.001832904	0.001032758	0.001487518	0.001575644	0.001598928	0.00212378	0.001094378	0.001772142	0.001063904	0.001359435	0.001411876	0.001539879	0.001432818	0.001029426
Tryptophan.metabolism	0.000377129	0.00036203	0.000455603	0.000404195	0.000413497	0.000336337	0.000352862	0.000298091	0.000479513	0.000300152	0.000378387	0.000247916	0.000305883	0.000322798	0.000302741	0.000454697	0.00053489	0.000328561	0.000362739	0.000349387	0.000323002	0.00025966	0.00049499	0.00056045	0.000200154	0.00023199	0.000353351	0.000488571	0.000343874	0.000232936	0.00021054	0.00036448	0.000289767	0.0001251	0.00026877	0.000566038	0.000235352	0.000182111	0.000299947	0.000252067	0.000278722	0.000547482	0.000461275	0.00023604	0.000469653	0.000317529	0.000248622	0.00018087	0.000254029	0.000131364	0.000214061
Phosphatidylinositol.signaling.system	0.000304595	0.000304545	0.000273305	0.000249915	0.000253581	0.000244855	0.000295198	0.000302501	0.000283216	0.000240412	0.000297084	0.000202986	0.000206679	0.000205348	0.000298734	0.000234867	0.000284351	0.000325581	0.000404419	0.000321469	0.000415646	0.000392135	0.000303703	0.000369927	0.000345739	0.000362003	0.000506325	0.000539972	0.000269593	0.000399799	0.000467509	0.000230655	0.000271937	0.000513805	0.000436634	0.000310965	0.000404694	0.000516059	0.000277995	0.000368977	0.000440828	0.000393579	0.000595133	0.000243655	0.000454246	0.00023492	0.000331253	0.000528705	0.000349347	0.00045098	0.000304965
